query_id,model,dataset,query_format,chunk_strategy,rank,reciprocal_rank
MTSamples_89,BioBERT,MTSamples,keyword,full,15,0.066667
MTSamples_90,BioBERT,MTSamples,keyword,full,153,0.006536
MTSamples_91,BioBERT,MTSamples,keyword,full,344,0.002907
MTSamples_92,BioBERT,MTSamples,keyword,full,4,0.25
MTSamples_93,BioBERT,MTSamples,keyword,full,90,0.011111
MTSamples_94,BioBERT,MTSamples,keyword,full,132,0.007576
MTSamples_95,BioBERT,MTSamples,keyword,full,45,0.022222
MTSamples_96,BioBERT,MTSamples,keyword,full,7,0.142857
MTSamples_97,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_98,BioBERT,MTSamples,keyword,full,3,0.333333
MTSamples_99,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_100,BioBERT,MTSamples,keyword,full,139,0.007194
MTSamples_101,BioBERT,MTSamples,keyword,full,377,0.002653
MTSamples_102,BioBERT,MTSamples,keyword,full,72,0.013889
MTSamples_103,BioBERT,MTSamples,keyword,full,18,0.055556
MTSamples_104,BioBERT,MTSamples,keyword,full,4,0.25
MTSamples_105,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_106,BioBERT,MTSamples,keyword,full,19,0.052632
MTSamples_107,BioBERT,MTSamples,keyword,full,499,0.002004
MTSamples_108,BioBERT,MTSamples,keyword,full,26,0.038462
MTSamples_109,BioBERT,MTSamples,keyword,full,5,0.2
MTSamples_110,BioBERT,MTSamples,keyword,full,5,0.2
MTSamples_111,BioBERT,MTSamples,keyword,full,25,0.04
MTSamples_112,BioBERT,MTSamples,keyword,full,19,0.052632
MTSamples_113,BioBERT,MTSamples,keyword,full,45,0.022222
MTSamples_114,BioBERT,MTSamples,keyword,full,470,0.002128
MTSamples_115,BioBERT,MTSamples,keyword,full,29,0.034483
MTSamples_116,BioBERT,MTSamples,keyword,full,3,0.333333
MTSamples_117,BioBERT,MTSamples,keyword,full,22,0.045455
MTSamples_118,BioBERT,MTSamples,keyword,full,154,0.006494
MTSamples_119,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_120,BioBERT,MTSamples,keyword,full,99,0.010101
MTSamples_121,BioBERT,MTSamples,keyword,full,4,0.25
MTSamples_122,BioBERT,MTSamples,keyword,full,4,0.25
MTSamples_123,BioBERT,MTSamples,keyword,full,258,0.003876
MTSamples_124,BioBERT,MTSamples,keyword,full,161,0.006211
MTSamples_125,BioBERT,MTSamples,keyword,full,29,0.034483
MTSamples_126,BioBERT,MTSamples,keyword,full,79,0.012658
MTSamples_127,BioBERT,MTSamples,keyword,full,105,0.009524
MTSamples_128,BioBERT,MTSamples,keyword,full,4,0.25
MTSamples_129,BioBERT,MTSamples,keyword,full,69,0.014493
MTSamples_130,BioBERT,MTSamples,keyword,full,2,0.5
MTSamples_131,BioBERT,MTSamples,keyword,full,2,0.5
MTSamples_132,BioBERT,MTSamples,keyword,full,47,0.021277
MTSamples_133,BioBERT,MTSamples,keyword,full,4,0.25
MTSamples_134,BioBERT,MTSamples,keyword,full,10,0.1
MTSamples_135,BioBERT,MTSamples,keyword,full,45,0.022222
MTSamples_136,BioBERT,MTSamples,keyword,full,9,0.111111
MTSamples_137,BioBERT,MTSamples,keyword,full,56,0.017857
MTSamples_138,BioBERT,MTSamples,keyword,full,104,0.009615
MTSamples_139,BioBERT,MTSamples,keyword,full,15,0.066667
MTSamples_140,BioBERT,MTSamples,keyword,full,392,0.002551
MTSamples_141,BioBERT,MTSamples,keyword,full,8,0.125
MTSamples_142,BioBERT,MTSamples,keyword,full,2,0.5
MTSamples_143,BioBERT,MTSamples,keyword,full,67,0.014925
MTSamples_144,BioBERT,MTSamples,keyword,full,310,0.003226
MTSamples_145,BioBERT,MTSamples,keyword,full,404,0.002475
MTSamples_146,BioBERT,MTSamples,keyword,full,115,0.008696
MTSamples_147,BioBERT,MTSamples,keyword,full,13,0.076923
MTSamples_148,BioBERT,MTSamples,keyword,full,344,0.002907
MTSamples_149,BioBERT,MTSamples,keyword,full,28,0.035714
MTSamples_150,BioBERT,MTSamples,keyword,full,6,0.166667
MTSamples_151,BioBERT,MTSamples,keyword,full,192,0.005208
MTSamples_152,BioBERT,MTSamples,keyword,full,458,0.002183
MTSamples_153,BioBERT,MTSamples,keyword,full,4,0.25
MTSamples_154,BioBERT,MTSamples,keyword,full,70,0.014286
MTSamples_155,BioBERT,MTSamples,keyword,full,17,0.058824
MTSamples_156,BioBERT,MTSamples,keyword,full,63,0.015873
MTSamples_157,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_158,BioBERT,MTSamples,keyword,full,262,0.003817
MTSamples_159,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_160,BioBERT,MTSamples,keyword,full,3,0.333333
MTSamples_161,BioBERT,MTSamples,keyword,full,4,0.25
MTSamples_162,BioBERT,MTSamples,keyword,full,84,0.011905
MTSamples_163,BioBERT,MTSamples,keyword,full,225,0.004444
MTSamples_164,BioBERT,MTSamples,keyword,full,5,0.2
MTSamples_165,BioBERT,MTSamples,keyword,full,21,0.047619
MTSamples_166,BioBERT,MTSamples,keyword,full,7,0.142857
MTSamples_167,BioBERT,MTSamples,keyword,full,308,0.003247
MTSamples_168,BioBERT,MTSamples,keyword,full,386,0.002591
MTSamples_169,BioBERT,MTSamples,keyword,full,54,0.018519
MTSamples_170,BioBERT,MTSamples,keyword,full,157,0.006369
MTSamples_171,BioBERT,MTSamples,keyword,full,366,0.002732
MTSamples_172,BioBERT,MTSamples,keyword,full,161,0.006211
MTSamples_173,BioBERT,MTSamples,keyword,full,5,0.2
MTSamples_174,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_175,BioBERT,MTSamples,keyword,full,142,0.007042
MTSamples_176,BioBERT,MTSamples,keyword,full,16,0.0625
MTSamples_177,BioBERT,MTSamples,keyword,full,7,0.142857
MTSamples_178,BioBERT,MTSamples,keyword,full,59,0.016949
MTSamples_179,BioBERT,MTSamples,keyword,full,24,0.041667
MTSamples_180,BioBERT,MTSamples,keyword,full,419,0.002387
MTSamples_181,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_182,BioBERT,MTSamples,keyword,full,118,0.008475
MTSamples_183,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_184,BioBERT,MTSamples,keyword,full,15,0.066667
MTSamples_185,BioBERT,MTSamples,keyword,full,280,0.003571
MTSamples_186,BioBERT,MTSamples,keyword,full,10,0.1
MTSamples_187,BioBERT,MTSamples,keyword,full,384,0.002604
MTSamples_188,BioBERT,MTSamples,keyword,full,131,0.007634
MTSamples_189,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_190,BioBERT,MTSamples,keyword,full,13,0.076923
MTSamples_191,BioBERT,MTSamples,keyword,full,488,0.002049
MTSamples_192,BioBERT,MTSamples,keyword,full,13,0.076923
MTSamples_193,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_194,BioBERT,MTSamples,keyword,full,155,0.006452
MTSamples_195,BioBERT,MTSamples,keyword,full,24,0.041667
MTSamples_196,BioBERT,MTSamples,keyword,full,14,0.071429
MTSamples_197,BioBERT,MTSamples,keyword,full,345,0.002899
MTSamples_198,BioBERT,MTSamples,keyword,full,201,0.004975
MTSamples_199,BioBERT,MTSamples,keyword,full,245,0.004082
MTSamples_200,BioBERT,MTSamples,keyword,full,366,0.002732
MTSamples_201,BioBERT,MTSamples,keyword,full,76,0.013158
MTSamples_202,BioBERT,MTSamples,keyword,full,10,0.1
MTSamples_203,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_204,BioBERT,MTSamples,keyword,full,16,0.0625
MTSamples_205,BioBERT,MTSamples,keyword,full,3,0.333333
MTSamples_206,BioBERT,MTSamples,keyword,full,426,0.002347
MTSamples_207,BioBERT,MTSamples,keyword,full,143,0.006993
MTSamples_208,BioBERT,MTSamples,keyword,full,67,0.014925
MTSamples_209,BioBERT,MTSamples,keyword,full,14,0.071429
MTSamples_210,BioBERT,MTSamples,keyword,full,58,0.017241
MTSamples_211,BioBERT,MTSamples,keyword,full,59,0.016949
MTSamples_212,BioBERT,MTSamples,keyword,full,125,0.008
MTSamples_213,BioBERT,MTSamples,keyword,full,78,0.012821
MTSamples_214,BioBERT,MTSamples,keyword,full,167,0.005988
MTSamples_215,BioBERT,MTSamples,keyword,full,81,0.012346
MTSamples_216,BioBERT,MTSamples,keyword,full,444,0.002252
MTSamples_217,BioBERT,MTSamples,keyword,full,2,0.5
MTSamples_218,BioBERT,MTSamples,keyword,full,2,0.5
MTSamples_219,BioBERT,MTSamples,keyword,full,6,0.166667
MTSamples_220,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_221,BioBERT,MTSamples,keyword,full,3,0.333333
MTSamples_222,BioBERT,MTSamples,keyword,full,9,0.111111
MTSamples_223,BioBERT,MTSamples,keyword,full,209,0.004785
MTSamples_224,BioBERT,MTSamples,keyword,full,222,0.004505
MTSamples_225,BioBERT,MTSamples,keyword,full,2,0.5
MTSamples_226,BioBERT,MTSamples,keyword,full,213,0.004695
MTSamples_227,BioBERT,MTSamples,keyword,full,2,0.5
MTSamples_228,BioBERT,MTSamples,keyword,full,393,0.002545
MTSamples_229,BioBERT,MTSamples,keyword,full,50,0.02
MTSamples_230,BioBERT,MTSamples,keyword,full,24,0.041667
MTSamples_231,BioBERT,MTSamples,keyword,full,161,0.006211
MTSamples_232,BioBERT,MTSamples,keyword,full,23,0.043478
MTSamples_233,BioBERT,MTSamples,keyword,full,3,0.333333
MTSamples_234,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_235,BioBERT,MTSamples,keyword,full,490,0.002041
MTSamples_236,BioBERT,MTSamples,keyword,full,224,0.004464
MTSamples_237,BioBERT,MTSamples,keyword,full,3,0.333333
MTSamples_238,BioBERT,MTSamples,keyword,full,354,0.002825
MTSamples_239,BioBERT,MTSamples,keyword,full,37,0.027027
MTSamples_240,BioBERT,MTSamples,keyword,full,37,0.027027
MTSamples_241,BioBERT,MTSamples,keyword,full,58,0.017241
MTSamples_242,BioBERT,MTSamples,keyword,full,2,0.5
MTSamples_243,BioBERT,MTSamples,keyword,full,459,0.002179
MTSamples_244,BioBERT,MTSamples,keyword,full,16,0.0625
MTSamples_245,BioBERT,MTSamples,keyword,full,12,0.083333
MTSamples_246,BioBERT,MTSamples,keyword,full,90,0.011111
MTSamples_247,BioBERT,MTSamples,keyword,full,42,0.02381
MTSamples_248,BioBERT,MTSamples,keyword,full,12,0.083333
MTSamples_249,BioBERT,MTSamples,keyword,full,110,0.009091
MTSamples_250,BioBERT,MTSamples,keyword,full,76,0.013158
MTSamples_251,BioBERT,MTSamples,keyword,full,404,0.002475
MTSamples_252,BioBERT,MTSamples,keyword,full,157,0.006369
MTSamples_253,BioBERT,MTSamples,keyword,full,47,0.021277
MTSamples_254,BioBERT,MTSamples,keyword,full,9,0.111111
MTSamples_255,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_256,BioBERT,MTSamples,keyword,full,2,0.5
MTSamples_257,BioBERT,MTSamples,keyword,full,109,0.009174
MTSamples_258,BioBERT,MTSamples,keyword,full,2,0.5
MTSamples_259,BioBERT,MTSamples,keyword,full,80,0.0125
MTSamples_260,BioBERT,MTSamples,keyword,full,50,0.02
MTSamples_261,BioBERT,MTSamples,keyword,full,25,0.04
MTSamples_262,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_263,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_264,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_265,BioBERT,MTSamples,keyword,full,2,0.5
MTSamples_266,BioBERT,MTSamples,keyword,full,174,0.005747
MTSamples_267,BioBERT,MTSamples,keyword,full,45,0.022222
MTSamples_268,BioBERT,MTSamples,keyword,full,11,0.090909
MTSamples_269,BioBERT,MTSamples,keyword,full,7,0.142857
MTSamples_270,BioBERT,MTSamples,keyword,full,367,0.002725
MTSamples_271,BioBERT,MTSamples,keyword,full,4,0.25
MTSamples_272,BioBERT,MTSamples,keyword,full,230,0.004348
MTSamples_273,BioBERT,MTSamples,keyword,full,229,0.004367
MTSamples_274,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_275,BioBERT,MTSamples,keyword,full,2,0.5
MTSamples_276,BioBERT,MTSamples,keyword,full,3,0.333333
MTSamples_277,BioBERT,MTSamples,keyword,full,9,0.111111
MTSamples_278,BioBERT,MTSamples,keyword,full,314,0.003185
MTSamples_279,BioBERT,MTSamples,keyword,full,9,0.111111
MTSamples_280,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_281,BioBERT,MTSamples,keyword,full,19,0.052632
MTSamples_282,BioBERT,MTSamples,keyword,full,17,0.058824
MTSamples_283,BioBERT,MTSamples,keyword,full,33,0.030303
MTSamples_284,BioBERT,MTSamples,keyword,full,28,0.035714
MTSamples_285,BioBERT,MTSamples,keyword,full,77,0.012987
MTSamples_286,BioBERT,MTSamples,keyword,full,44,0.022727
MTSamples_287,BioBERT,MTSamples,keyword,full,6,0.166667
MTSamples_288,BioBERT,MTSamples,keyword,full,10,0.1
MTSamples_289,BioBERT,MTSamples,keyword,full,7,0.142857
MTSamples_290,BioBERT,MTSamples,keyword,full,5,0.2
MTSamples_291,BioBERT,MTSamples,keyword,full,46,0.021739
MTSamples_292,BioBERT,MTSamples,keyword,full,2,0.5
MTSamples_293,BioBERT,MTSamples,keyword,full,7,0.142857
MTSamples_294,BioBERT,MTSamples,keyword,full,210,0.004762
MTSamples_295,BioBERT,MTSamples,keyword,full,21,0.047619
MTSamples_296,BioBERT,MTSamples,keyword,full,22,0.045455
MTSamples_297,BioBERT,MTSamples,keyword,full,3,0.333333
MTSamples_298,BioBERT,MTSamples,keyword,full,38,0.026316
MTSamples_299,BioBERT,MTSamples,keyword,full,69,0.014493
MTSamples_300,BioBERT,MTSamples,keyword,full,196,0.005102
MTSamples_301,BioBERT,MTSamples,keyword,full,238,0.004202
MTSamples_302,BioBERT,MTSamples,keyword,full,465,0.002151
MTSamples_303,BioBERT,MTSamples,keyword,full,83,0.012048
MTSamples_304,BioBERT,MTSamples,keyword,full,4,0.25
MTSamples_305,BioBERT,MTSamples,keyword,full,27,0.037037
MTSamples_306,BioBERT,MTSamples,keyword,full,230,0.004348
MTSamples_307,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_308,BioBERT,MTSamples,keyword,full,107,0.009346
MTSamples_309,BioBERT,MTSamples,keyword,full,238,0.004202
MTSamples_310,BioBERT,MTSamples,keyword,full,59,0.016949
MTSamples_311,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_312,BioBERT,MTSamples,keyword,full,2,0.5
MTSamples_313,BioBERT,MTSamples,keyword,full,3,0.333333
MTSamples_314,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_315,BioBERT,MTSamples,keyword,full,359,0.002786
MTSamples_316,BioBERT,MTSamples,keyword,full,225,0.004444
MTSamples_317,BioBERT,MTSamples,keyword,full,21,0.047619
MTSamples_318,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_319,BioBERT,MTSamples,keyword,full,106,0.009434
MTSamples_320,BioBERT,MTSamples,keyword,full,73,0.013699
MTSamples_321,BioBERT,MTSamples,keyword,full,212,0.004717
MTSamples_322,BioBERT,MTSamples,keyword,full,2,0.5
MTSamples_323,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_324,BioBERT,MTSamples,keyword,full,43,0.023256
MTSamples_325,BioBERT,MTSamples,keyword,full,19,0.052632
MTSamples_326,BioBERT,MTSamples,keyword,full,12,0.083333
MTSamples_327,BioBERT,MTSamples,keyword,full,3,0.333333
MTSamples_328,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_329,BioBERT,MTSamples,keyword,full,109,0.009174
MTSamples_330,BioBERT,MTSamples,keyword,full,41,0.02439
MTSamples_331,BioBERT,MTSamples,keyword,full,10,0.1
MTSamples_332,BioBERT,MTSamples,keyword,full,75,0.013333
MTSamples_333,BioBERT,MTSamples,keyword,full,4,0.25
MTSamples_334,BioBERT,MTSamples,keyword,full,95,0.010526
MTSamples_335,BioBERT,MTSamples,keyword,full,440,0.002273
MTSamples_336,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_337,BioBERT,MTSamples,keyword,full,3,0.333333
MTSamples_338,BioBERT,MTSamples,keyword,full,4,0.25
MTSamples_339,BioBERT,MTSamples,keyword,full,8,0.125
MTSamples_340,BioBERT,MTSamples,keyword,full,20,0.05
MTSamples_341,BioBERT,MTSamples,keyword,full,53,0.018868
MTSamples_342,BioBERT,MTSamples,keyword,full,134,0.007463
MTSamples_343,BioBERT,MTSamples,keyword,full,10,0.1
MTSamples_344,BioBERT,MTSamples,keyword,full,224,0.004464
MTSamples_345,BioBERT,MTSamples,keyword,full,26,0.038462
MTSamples_346,BioBERT,MTSamples,keyword,full,139,0.007194
MTSamples_347,BioBERT,MTSamples,keyword,full,455,0.002198
MTSamples_348,BioBERT,MTSamples,keyword,full,60,0.016667
MTSamples_349,BioBERT,MTSamples,keyword,full,30,0.033333
MTSamples_350,BioBERT,MTSamples,keyword,full,24,0.041667
MTSamples_351,BioBERT,MTSamples,keyword,full,20,0.05
MTSamples_352,BioBERT,MTSamples,keyword,full,465,0.002151
MTSamples_353,BioBERT,MTSamples,keyword,full,322,0.003106
MTSamples_354,BioBERT,MTSamples,keyword,full,4,0.25
MTSamples_355,BioBERT,MTSamples,keyword,full,9,0.111111
MTSamples_356,BioBERT,MTSamples,keyword,full,5,0.2
MTSamples_357,BioBERT,MTSamples,keyword,full,6,0.166667
MTSamples_358,BioBERT,MTSamples,keyword,full,22,0.045455
MTSamples_359,BioBERT,MTSamples,keyword,full,2,0.5
MTSamples_360,BioBERT,MTSamples,keyword,full,25,0.04
MTSamples_361,BioBERT,MTSamples,keyword,full,82,0.012195
MTSamples_362,BioBERT,MTSamples,keyword,full,15,0.066667
MTSamples_363,BioBERT,MTSamples,keyword,full,162,0.006173
MTSamples_364,BioBERT,MTSamples,keyword,full,9,0.111111
MTSamples_365,BioBERT,MTSamples,keyword,full,19,0.052632
MTSamples_366,BioBERT,MTSamples,keyword,full,23,0.043478
MTSamples_367,BioBERT,MTSamples,keyword,full,245,0.004082
MTSamples_368,BioBERT,MTSamples,keyword,full,5,0.2
MTSamples_369,BioBERT,MTSamples,keyword,full,402,0.002488
MTSamples_370,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_371,BioBERT,MTSamples,keyword,full,94,0.010638
MTSamples_372,BioBERT,MTSamples,keyword,full,110,0.009091
MTSamples_373,BioBERT,MTSamples,keyword,full,485,0.002062
MTSamples_374,BioBERT,MTSamples,keyword,full,2,0.5
MTSamples_375,BioBERT,MTSamples,keyword,full,28,0.035714
MTSamples_376,BioBERT,MTSamples,keyword,full,300,0.003333
MTSamples_377,BioBERT,MTSamples,keyword,full,3,0.333333
MTSamples_378,BioBERT,MTSamples,keyword,full,73,0.013699
MTSamples_379,BioBERT,MTSamples,keyword,full,3,0.333333
MTSamples_380,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_381,BioBERT,MTSamples,keyword,full,34,0.029412
MTSamples_382,BioBERT,MTSamples,keyword,full,5,0.2
MTSamples_383,BioBERT,MTSamples,keyword,full,18,0.055556
MTSamples_384,BioBERT,MTSamples,keyword,full,4,0.25
MTSamples_385,BioBERT,MTSamples,keyword,full,65,0.015385
MTSamples_386,BioBERT,MTSamples,keyword,full,7,0.142857
MTSamples_387,BioBERT,MTSamples,keyword,full,30,0.033333
MTSamples_388,BioBERT,MTSamples,keyword,full,428,0.002336
MTSamples_389,BioBERT,MTSamples,keyword,full,21,0.047619
MTSamples_390,BioBERT,MTSamples,keyword,full,47,0.021277
MTSamples_391,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_392,BioBERT,MTSamples,keyword,full,14,0.071429
MTSamples_393,BioBERT,MTSamples,keyword,full,2,0.5
MTSamples_394,BioBERT,MTSamples,keyword,full,142,0.007042
MTSamples_395,BioBERT,MTSamples,keyword,full,5,0.2
MTSamples_396,BioBERT,MTSamples,keyword,full,484,0.002066
MTSamples_397,BioBERT,MTSamples,keyword,full,116,0.008621
MTSamples_398,BioBERT,MTSamples,keyword,full,3,0.333333
MTSamples_399,BioBERT,MTSamples,keyword,full,458,0.002183
MTSamples_400,BioBERT,MTSamples,keyword,full,6,0.166667
MTSamples_401,BioBERT,MTSamples,keyword,full,3,0.333333
MTSamples_402,BioBERT,MTSamples,keyword,full,83,0.012048
MTSamples_403,BioBERT,MTSamples,keyword,full,125,0.008
MTSamples_404,BioBERT,MTSamples,keyword,full,475,0.002105
MTSamples_405,BioBERT,MTSamples,keyword,full,7,0.142857
MTSamples_406,BioBERT,MTSamples,keyword,full,12,0.083333
MTSamples_407,BioBERT,MTSamples,keyword,full,6,0.166667
MTSamples_408,BioBERT,MTSamples,keyword,full,15,0.066667
MTSamples_409,BioBERT,MTSamples,keyword,full,4,0.25
MTSamples_410,BioBERT,MTSamples,keyword,full,4,0.25
MTSamples_411,BioBERT,MTSamples,keyword,full,16,0.0625
MTSamples_412,BioBERT,MTSamples,keyword,full,8,0.125
MTSamples_413,BioBERT,MTSamples,keyword,full,1,1.0
MTSamples_414,BioBERT,MTSamples,keyword,full,4,0.25
MTSamples_415,BioBERT,MTSamples,keyword,full,205,0.004878
MTSamples_416,BioBERT,MTSamples,keyword,full,8,0.125
MTSamples_417,BioBERT,MTSamples,keyword,full,488,0.002049
MTSamples_418,BioBERT,MTSamples,keyword,full,485,0.002062
MTSamples_419,BioBERT,MTSamples,keyword,full,19,0.052632
MTSamples_420,BioBERT,MTSamples,keyword,full,54,0.018519
MTSamples_421,BioBERT,MTSamples,keyword,full,8,0.125
MTSamples_422,BioBERT,MTSamples,keyword,full,52,0.019231
MTSamples_423,BioBERT,MTSamples,keyword,full,434,0.002304
MTSamples_424,BioBERT,MTSamples,keyword,full,51,0.019608
